Loan_ID,Married_No,Married_Yes,Dependents,Gender_Male,Gender_Female,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area_Urban,Property_Area_Rural,Property_Area_Semiurban,Loan_Status_Y,Loan_Status_N
LP001908,0,1,0.0,0,1,0,1,1,0,4100,0.0,124.0,360.0,1.0,0,1,0,1,0
LP001910,1,0,1.0,1,0,0,1,0,1,4053,2426.0,158.0,360.0,0.0,1,0,0,0,1
LP001914,0,1,0.0,1,0,1,0,1,0,3927,800.0,112.0,360.0,1.0,0,0,1,1,0
LP001915,0,1,2.0,1,0,1,0,1,0,2301,985.8,78.0,180.0,1.0,1,0,0,1,0
LP001917,1,0,0.0,0,1,1,0,1,0,1811,1666.0,54.0,360.0,1.0,1,0,0,1,0
LP001924,1,0,0.0,1,0,1,0,1,0,3158,3053.0,89.0,360.0,1.0,0,1,0,1,0
LP001925,1,0,0.0,0,1,1,0,0,1,2600,1717.0,99.0,300.0,1.0,0,0,1,0,1
LP001926,0,1,0.0,1,0,1,0,1,0,3704,2000.0,120.0,360.0,1.0,0,1,0,1,0
LP001931,1,0,0.0,0,1,1,0,1,0,4124,0.0,115.0,360.0,1.0,0,0,1,1,0
LP001936,0,1,0.0,1,0,1,0,1,0,3075,2416.0,139.0,360.0,1.0,0,1,0,1,0
LP001938,0,1,2.0,1,0,1,0,1,0,4400,0.0,127.0,360.0,0.0,0,0,1,0,1
LP001940,0,1,2.0,1,0,1,0,1,0,3153,1560.0,134.0,360.0,1.0,1,0,0,1,0
LP001945,1,0,0.76,0,1,1,0,1,0,5417,0.0,143.0,480.0,0.0,1,0,0,0,1
LP001947,0,1,0.0,1,0,1,0,1,0,2383,3334.0,172.0,360.0,1.0,0,0,1,1,0
LP001949,0,1,3.0,1,0,1,0,1,0,4416,1250.0,110.0,360.0,1.0,1,0,0,1,0
LP001953,0,1,1.0,1,0,1,0,1,0,6875,0.0,200.0,360.0,1.0,0,0,1,1,0
LP001954,0,1,1.0,0,1,1,0,1,0,4666,0.0,135.0,360.0,1.0,1,0,0,1,0
LP001955,1,0,0.0,0,1,1,0,1,0,5000,2541.0,151.0,480.0,1.0,0,1,0,0,1
LP001963,0,1,1.0,1,0,1,0,1,0,2014,2925.0,113.0,360.0,1.0,1,0,0,0,1
LP001964,0,1,0.0,1,0,0,1,1,0,1800,2934.0,93.0,360.0,0.0,1,0,0,0,1
LP001972,0,1,0.76,1,0,0,1,1,0,2875,1750.0,105.0,360.0,1.0,0,0,1,1,0
LP001974,1,0,0.0,0,1,1,0,1,0,5000,0.0,132.0,360.0,1.0,0,1,0,1,0
LP001977,0,1,1.0,1,0,1,0,1,0,1625,1803.0,96.0,360.0,1.0,1,0,0,1,0
LP001978,1,0,0.0,1,0,1,0,1,0,4000,2500.0,140.0,360.0,1.0,0,1,0,1,0
LP001990,1,0,0.0,1,0,0,1,1,0,2000,0.0,146.41,360.0,1.0,1,0,0,0,1
LP001993,1,0,0.0,0,1,1,0,1,0,3762,1666.0,135.0,360.0,1.0,0,1,0,1,0
LP001994,1,0,0.0,0,1,1,0,1,0,2400,1863.0,104.0,360.0,0.0,1,0,0,0,1
LP001998,0,1,2.0,1,0,0,1,1,0,7667,0.0,185.0,360.0,1.0,0,1,0,1,0
LP002002,1,0,0.0,0,1,1,0,1,0,2917,0.0,84.0,360.0,1.0,0,0,1,1,0
LP002004,1,0,0.0,1,0,0,1,1,0,2927,2405.0,111.0,360.0,1.0,0,0,1,1,0
LP002006,1,0,0.0,0,1,1,0,1,0,2507,0.0,56.0,360.0,1.0,0,1,0,1,0
LP002008,0,1,2.0,1,0,1,0,0,1,5746,0.0,144.0,84.0,1.0,0,1,0,1,0
LP002024,0,1,0.0,1,0,1,0,1,0,2473,1843.0,159.0,360.0,1.0,0,1,0,0,1
LP002031,0,1,1.0,1,0,0,1,1,0,3399,1640.0,111.0,180.0,1.0,1,0,0,1,0
LP002035,0,1,2.0,1,0,1,0,1,0,3717,0.0,120.0,360.0,1.0,0,0,1,1,0
LP002036,0,1,0.0,1,0,1,0,1,0,2058,2134.0,88.0,360.0,1.0,1,0,0,1,0
LP002043,1,0,1.0,0,1,1,0,1,0,3541,0.0,112.0,360.0,1.0,0,0,1,1,0
LP002051,0,1,0.0,1,0,1,0,1,0,2400,2167.0,115.0,360.0,1.0,0,0,1,1,0
LP002053,0,1,3.0,1,0,1,0,1,0,4342,189.0,124.0,360.0,1.0,0,0,1,1,0
LP002054,0,1,2.0,1,0,0,1,1,0,3601,1590.0,146.41,360.0,1.0,0,1,0,1,0
LP002055,1,0,0.0,0,1,1,0,1,0,3166,2985.0,132.0,360.0,1.0,0,1,0,1,0
LP002067,0,1,1.0,1,0,1,0,0,1,8666,4983.0,376.0,360.0,0.0,0,1,0,0,1
LP002068,1,0,0.0,1,0,1,0,1,0,4917,0.0,130.0,360.0,0.0,0,1,0,1,0
LP002082,0,1,0.0,1,0,1,0,0,1,5818,2160.0,184.0,360.0,1.0,0,0,1,1,0
LP002086,0,1,0.0,0,1,1,0,1,0,4333,2451.0,110.0,360.0,1.0,1,0,0,0,1
LP002087,1,0,0.0,0,1,1,0,1,0,2500,0.0,67.0,360.0,1.0,1,0,0,1,0
LP002097,1,0,1.0,1,0,1,0,1,0,4384,1793.0,117.0,360.0,1.0,1,0,0,1,0
LP002098,1,0,0.0,1,0,1,0,1,0,2935,0.0,98.0,360.0,1.0,0,0,1,1,0
LP002100,1,0,0.76,1,0,1,0,1,0,2833,0.0,71.0,360.0,1.0,1,0,0,1,0
LP002106,0,1,0.76,1,0,1,0,0,1,5503,4490.0,70.0,342.0,1.0,0,0,1,1,0
LP002110,0,1,1.0,1,0,1,0,1,0,5250,688.0,160.0,360.0,1.0,0,1,0,1,0
LP002112,0,1,2.0,1,0,1,0,0,1,2500,4600.0,176.0,360.0,1.0,0,1,0,1,0
LP002113,1,0,3.0,0,1,0,1,1,0,1830,0.0,146.41,360.0,0.0,1,0,0,0,1
LP002114,1,0,0.0,0,1,1,0,1,0,4160,0.0,71.0,360.0,1.0,0,0,1,1,0
LP002115,0,1,3.0,1,0,0,1,1,0,2647,1587.0,173.0,360.0,1.0,0,1,0,0,1
LP002116,1,0,0.0,0,1,1,0,1,0,2378,0.0,46.0,360.0,1.0,0,1,0,0,1
LP002119,0,1,1.0,1,0,0,1,1,0,4554,1229.0,158.0,360.0,1.0,1,0,0,1,0
LP002126,0,1,3.0,1,0,0,1,1,0,3173,0.0,74.0,360.0,1.0,0,0,1,1,0
LP002128,0,1,2.0,1,0,1,0,1,0,2583,2330.0,125.0,360.0,1.0,0,1,0,1,0
LP002129,0,1,0.0,1,0,1,0,1,0,2499,2458.0,160.0,360.0,1.0,0,0,1,1,0
LP002130,0,1,0.76,1,0,0,1,1,0,3523,3230.0,152.0,360.0,0.0,0,1,0,0,1
LP002131,0,1,2.0,1,0,0,1,1,0,3083,2168.0,126.0,360.0,1.0,1,0,0,1,0
LP002137,0,1,0.0,1,0,1,0,1,0,6333,4583.0,259.0,360.0,1.0,0,0,1,1,0
LP002138,0,1,0.0,1,0,1,0,1,0,2625,6250.0,187.0,360.0,1.0,0,1,0,1,0
LP002139,0,1,0.0,1,0,1,0,1,0,9083,0.0,228.0,360.0,1.0,0,0,1,1,0
LP002140,1,0,0.0,1,0,1,0,1,0,8750,4167.0,308.0,360.0,1.0,0,1,0,0,1
LP002141,0,1,3.0,1,0,1,0,1,0,2666,2083.0,95.0,360.0,1.0,0,1,0,1,0
LP002142,0,1,0.0,0,1,1,0,0,1,5500,0.0,105.0,360.0,0.0,0,1,0,0,1
LP002143,0,1,0.0,0,1,1,0,1,0,2423,505.0,130.0,360.0,1.0,0,0,1,1,0
LP002144,1,0,0.76,0,1,1,0,1,0,3813,0.0,116.0,180.0,1.0,1,0,0,1,0
LP002149,0,1,2.0,1,0,1,0,1,0,8333,3167.0,165.0,360.0,1.0,0,1,0,1,0
LP002151,0,1,1.0,1,0,1,0,1,0,3875,0.0,67.0,360.0,1.0,1,0,0,0,1
LP002158,0,1,0.0,1,0,0,1,1,0,3000,1666.0,100.0,480.0,0.0,1,0,0,0,1
LP002160,0,1,3.0,1,0,1,0,1,0,5167,3167.0,200.0,360.0,1.0,0,0,1,1,0
LP002161,1,0,1.0,0,1,1,0,1,0,4723,0.0,81.0,360.0,1.0,0,0,1,0,1
LP002170,0,1,2.0,1,0,1,0,1,0,5000,3667.0,236.0,360.0,1.0,0,0,1,1,0
LP002175,0,1,0.0,1,0,1,0,1,0,4750,2333.0,130.0,360.0,1.0,1,0,0,1,0
LP002178,0,1,0.0,1,0,1,0,1,0,3013,3033.0,95.0,300.0,1.0,1,0,0,1,0
LP002180,1,0,0.0,1,0,1,0,0,1,6822,0.0,141.0,360.0,1.0,0,1,0,1,0
LP002181,1,0,0.0,1,0,0,1,1,0,6216,0.0,133.0,360.0,1.0,0,1,0,0,1
LP002187,1,0,0.0,1,0,1,0,1,0,2500,0.0,96.0,480.0,1.0,0,0,1,0,1
LP002188,1,0,0.0,1,0,1,0,1,0,5124,0.0,124.0,342.0,0.0,0,1,0,0,1
LP002190,0,1,1.0,1,0,1,0,1,0,6325,0.0,175.0,360.0,1.0,0,0,1,1,0
LP002197,0,1,2.0,1,0,1,0,1,0,5185,0.0,155.0,360.0,1.0,0,0,1,1,0
LP002201,0,1,2.0,1,0,1,0,0,1,9323,7873.0,380.0,300.0,1.0,0,1,0,1,0
LP002205,1,0,1.0,1,0,1,0,1,0,3062,1987.0,111.0,180.0,0.0,1,0,0,0,1
LP002209,1,0,0.0,0,1,1,0,1,0,2764,1459.0,110.0,360.0,1.0,1,0,0,1,0
LP002211,0,1,0.0,1,0,1,0,1,0,4817,923.0,120.0,180.0,1.0,1,0,0,1,0
LP002219,0,1,3.0,1,0,1,0,1,0,8750,4996.0,130.0,360.0,1.0,0,1,0,1,0
LP002223,0,1,0.0,1,0,1,0,1,0,4310,0.0,130.0,360.0,1.0,0,0,1,1,0
LP002224,1,0,0.0,1,0,1,0,1,0,3069,0.0,71.0,480.0,1.0,1,0,0,0,1
LP002225,0,1,2.0,1,0,1,0,1,0,5391,0.0,130.0,360.0,1.0,1,0,0,1,0
LP002226,0,1,0.0,1,0,1,0,1,0,3333,2500.0,128.0,360.0,1.0,0,0,1,1,0
LP002229,1,0,0.0,1,0,1,0,1,0,5941,4232.0,296.0,360.0,1.0,0,0,1,1,0
LP002231,1,0,0.0,0,1,1,0,1,0,6000,0.0,156.0,360.0,1.0,1,0,0,1,0
LP002234,1,0,0.0,1,0,1,0,0,1,7167,0.0,128.0,360.0,1.0,1,0,0,1,0
LP002236,0,1,2.0,1,0,1,0,1,0,4566,0.0,100.0,360.0,1.0,1,0,0,0,1
LP002237,1,0,1.0,1,0,1,0,1,0,3667,0.0,113.0,180.0,1.0,1,0,0,1,0
LP002239,1,0,0.0,1,0,0,1,1,0,2346,1600.0,132.0,360.0,1.0,0,0,1,1,0
LP002243,0,1,0.0,1,0,0,1,1,0,3010,3136.0,146.41,360.0,0.0,1,0,0,0,1
LP002244,0,1,0.0,1,0,1,0,1,0,2333,2417.0,136.0,360.0,1.0,1,0,0,1,0
LP002250,0,1,0.0,1,0,1,0,1,0,5488,0.0,125.0,360.0,1.0,0,1,0,1,0
LP002255,1,0,3.0,1,0,1,0,1,0,9167,0.0,185.0,360.0,1.0,0,1,0,1,0
LP002263,0,1,0.0,1,0,1,0,1,0,2583,2115.0,120.0,360.0,1.0,1,0,0,1,0
LP002265,0,1,2.0,1,0,0,1,1,0,1993,1625.0,113.0,180.0,1.0,0,0,1,1,0
LP002266,0,1,2.0,1,0,1,0,1,0,3100,1400.0,113.0,360.0,1.0,1,0,0,1,0
LP002272,0,1,2.0,1,0,1,0,1,0,3276,484.0,135.0,360.0,1.0,0,0,1,1,0
LP002277,1,0,0.0,0,1,1,0,1,0,3180,0.0,71.0,360.0,0.0,1,0,0,0,1
LP002281,0,1,0.0,1,0,1,0,1,0,3033,1459.0,95.0,360.0,1.0,1,0,0,1,0
LP002284,1,0,0.0,1,0,0,1,1,0,3902,1666.0,109.0,360.0,1.0,0,1,0,1,0
LP002287,1,0,0.0,0,1,1,0,1,0,1500,1800.0,103.0,360.0,0.0,0,0,1,0,1
LP002288,0,1,2.0,1,0,0,1,1,0,2889,0.0,45.0,180.0,0.0,1,0,0,0,1
LP002296,1,0,0.0,1,0,0,1,1,0,2755,0.0,65.0,300.0,1.0,0,1,0,0,1
LP002297,1,0,0.0,1,0,1,0,1,0,2500,20000.0,103.0,360.0,1.0,0,0,1,1,0
LP002300,1,0,0.0,0,1,0,1,1,0,1963,0.0,53.0,360.0,1.0,0,0,1,1,0
LP002301,1,0,0.0,0,1,1,0,0,1,7441,0.0,194.0,360.0,1.0,0,1,0,0,1
LP002305,1,0,0.0,0,1,1,0,1,0,4547,0.0,115.0,360.0,1.0,0,0,1,1,0
LP002308,0,1,0.0,1,0,0,1,1,0,2167,2400.0,115.0,360.0,1.0,1,0,0,1,0
LP002314,1,0,0.0,0,1,0,1,1,0,2213,0.0,66.0,360.0,1.0,0,1,0,1,0
LP002315,0,1,1.0,1,0,1,0,1,0,8300,0.0,152.0,300.0,0.0,0,0,1,0,1
LP002318,1,0,1.0,0,1,0,1,0,1,3867,0.0,62.0,360.0,1.0,0,0,1,0,1
LP002319,0,1,0.0,1,0,1,0,1,0,6256,0.0,160.0,360.0,1.0,1,0,0,1,0
LP002328,0,1,0.0,1,0,0,1,1,0,6096,0.0,218.0,360.0,0.0,0,1,0,0,1
LP002332,0,1,0.0,1,0,0,1,1,0,2253,2033.0,110.0,360.0,1.0,0,1,0,1,0
LP002335,0,1,0.0,0,1,0,1,1,0,2149,3237.0,178.0,360.0,0.0,0,0,1,0,1
LP002337,1,0,0.0,0,1,1,0,1,0,2995,0.0,60.0,360.0,1.0,1,0,0,1,0
LP002341,1,0,1.0,0,1,1,0,1,0,2600,0.0,160.0,360.0,1.0,1,0,0,0,1
LP002342,0,1,2.0,1,0,1,0,0,1,1600,20000.0,239.0,360.0,1.0,1,0,0,0,1
LP002345,0,1,0.0,1,0,1,0,1,0,1025,2773.0,112.0,360.0,1.0,0,1,0,1,0
LP002347,0,1,0.0,1,0,1,0,1,0,3246,1417.0,138.0,360.0,1.0,0,0,1,1,0
LP002348,0,1,0.0,1,0,1,0,1,0,5829,0.0,138.0,360.0,1.0,0,1,0,1,0
LP002357,1,0,0.0,0,1,0,1,1,0,2720,0.0,80.0,342.0,0.0,1,0,0,0,1
LP002361,0,1,0.0,1,0,1,0,1,0,1820,1719.0,100.0,360.0,1.0,1,0,0,1,0
LP002362,0,1,1.0,1,0,1,0,1,0,7250,1667.0,110.0,342.0,0.0,1,0,0,0,1
LP002366,0,1,0.0,1,0,1,0,1,0,2666,4300.0,121.0,360.0,1.0,0,1,0,1,0
LP002367,1,0,1.0,0,1,0,1,1,0,4606,0.0,81.0,360.0,1.0,0,1,0,0,1
LP002368,0,1,2.0,1,0,1,0,1,0,5935,0.0,133.0,360.0,1.0,0,0,1,1,0
LP002369,0,1,0.0,1,0,1,0,1,0,2920,16.12,87.0,360.0,1.0,0,1,0,1,0
LP002370,1,0,0.0,1,0,0,1,1,0,2717,0.0,60.0,180.0,1.0,1,0,0,1,0
LP002377,1,0,1.0,0,1,1,0,0,1,8624,0.0,150.0,360.0,1.0,0,0,1,1,0
LP002379,1,0,0.0,1,0,1,0,1,0,6500,0.0,105.0,360.0,0.0,0,1,0,0,1
LP002387,0,1,0.0,1,0,1,0,1,0,2425,2340.0,143.0,360.0,1.0,0,0,1,1,0
LP002390,1,0,0.0,1,0,1,0,1,0,3750,0.0,100.0,360.0,1.0,1,0,0,1,0
LP002398,1,0,0.0,1,0,1,0,1,0,1926,1851.0,50.0,360.0,1.0,0,0,1,1,0
LP002401,0,1,0.0,1,0,1,0,1,0,2213,1125.0,146.41,360.0,1.0,1,0,0,1,0
LP002407,0,1,0.0,0,1,0,1,0,1,7142,0.0,138.0,360.0,1.0,0,1,0,1,0
LP002408,1,0,0.0,1,0,1,0,1,0,3660,5064.0,187.0,360.0,1.0,0,0,1,1,0
LP002409,0,1,0.0,1,0,1,0,1,0,7901,1833.0,180.0,360.0,1.0,0,1,0,1,0
LP002418,1,0,3.0,1,0,0,1,1,0,4707,1993.0,148.0,360.0,1.0,0,0,1,1,0
LP002424,0,1,0.0,1,0,1,0,1,0,7333,8333.0,175.0,300.0,1.0,0,1,0,1,0
LP002429,0,1,1.0,1,0,1,0,0,1,3466,1210.0,130.0,360.0,1.0,0,1,0,1,0
LP002434,0,1,2.0,1,0,0,1,1,0,4652,0.0,110.0,360.0,1.0,0,1,0,1,0
LP002435,0,1,0.0,1,0,1,0,1,0,3539,1376.0,55.0,360.0,1.0,0,1,0,0,1
LP002443,0,1,2.0,1,0,1,0,1,0,3340,1710.0,150.0,360.0,0.0,0,1,0,0,1
LP002444,1,0,1.0,1,0,0,1,0,1,2769,1542.0,190.0,360.0,1.0,0,0,1,0,1
LP002446,0,1,2.0,1,0,0,1,1,0,2309,1255.0,125.0,360.0,0.0,0,1,0,0,1
LP002447,0,1,2.0,1,0,0,1,1,0,1958,1456.0,60.0,300.0,1.0,1,0,0,1,0
LP002448,0,1,0.0,1,0,1,0,1,0,3948,1733.0,149.0,360.0,0.0,0,1,0,0,1
LP002449,0,1,0.0,1,0,1,0,1,0,2483,2466.0,90.0,180.0,0.0,0,1,0,1,0
LP002453,1,0,0.0,1,0,1,0,0,1,7085,0.0,84.0,360.0,1.0,0,0,1,1,0
LP002455,0,1,2.0,1,0,1,0,1,0,3859,0.0,96.0,360.0,1.0,0,0,1,1,0
LP002459,0,1,0.0,1,0,1,0,1,0,4301,0.0,118.0,360.0,1.0,1,0,0,1,0
LP002467,0,1,0.0,1,0,1,0,1,0,3708,2569.0,173.0,360.0,1.0,1,0,0,0,1
LP002472,1,0,2.0,1,0,1,0,1,0,4354,0.0,136.0,360.0,1.0,0,1,0,1,0
LP002473,0,1,0.0,1,0,1,0,1,0,8334,0.0,160.0,360.0,1.0,0,0,1,0,1
LP002478,0,1,0.0,1,0,1,0,0,1,2083,4083.0,160.0,360.0,1.0,0,0,1,1,0
LP002484,0,1,3.0,1,0,1,0,1,0,7740,0.0,128.0,180.0,1.0,1,0,0,1,0
LP002487,0,1,0.0,1,0,1,0,1,0,3015,2188.0,153.0,360.0,1.0,0,1,0,1,0
LP002489,1,0,1.0,0,1,0,1,1,0,5191,0.0,132.0,360.0,1.0,0,0,1,1,0
LP002493,1,0,0.0,1,0,1,0,1,0,4166,0.0,98.0,360.0,0.0,0,0,1,0,1
LP002494,1,0,0.0,1,0,1,0,1,0,6000,0.0,140.0,360.0,1.0,0,1,0,1,0
LP002500,0,1,3.0,1,0,0,1,1,0,2947,1664.0,70.0,180.0,0.0,1,0,0,0,1
LP002502,0,1,2.0,0,1,0,1,1,0,210,2917.0,98.0,360.0,1.0,0,0,1,1,0
LP002505,0,1,0.0,1,0,1,0,1,0,4333,2451.0,110.0,360.0,1.0,1,0,0,0,1
LP002515,0,1,1.0,1,0,1,0,0,1,3450,2079.0,162.0,360.0,1.0,0,0,1,1,0
LP002517,0,1,1.0,1,0,0,1,1,0,2653,1500.0,113.0,180.0,0.0,0,1,0,0,1
LP002519,0,1,3.0,1,0,1,0,1,0,4691,0.0,100.0,360.0,1.0,0,0,1,1,0
LP002522,1,0,0.0,0,1,1,0,0,1,2500,0.0,93.0,360.0,1.0,1,0,0,1,0
LP002524,1,0,2.0,1,0,1,0,1,0,5532,4648.0,162.0,360.0,1.0,0,1,0,1,0
LP002529,0,1,2.0,1,0,1,0,1,0,6700,1750.0,230.0,300.0,1.0,0,0,1,1,0
LP002530,0,1,2.0,1,0,1,0,1,0,2873,1872.0,132.0,360.0,0.0,0,0,1,0,1
LP002533,0,1,2.0,1,0,1,0,1,0,2947,1603.0,146.41,360.0,1.0,1,0,0,0,1
LP002534,1,0,0.0,0,1,0,1,1,0,4350,0.0,154.0,360.0,1.0,0,1,0,1,0
LP002536,0,1,3.0,1,0,0,1,1,0,3095,0.0,113.0,360.0,1.0,0,1,0,1,0
LP002537,0,1,0.0,1,0,1,0,1,0,2083,3150.0,128.0,360.0,1.0,0,0,1,1,0
LP002543,0,1,2.0,1,0,1,0,1,0,8333,0.0,246.0,360.0,1.0,0,0,1,1,0
LP002544,0,1,1.0,1,0,0,1,1,0,1958,2436.0,131.0,360.0,1.0,0,1,0,1,0
LP002545,1,0,2.0,1,0,1,0,1,0,3547,0.0,80.0,360.0,0.0,0,1,0,0,1
LP002555,0,1,2.0,1,0,1,0,0,1,4583,2083.0,160.0,360.0,1.0,0,0,1,1,0
LP002556,1,0,0.0,1,0,1,0,1,0,2435,0.0,75.0,360.0,1.0,1,0,0,0,1
LP002560,1,0,0.0,1,0,0,1,1,0,2699,2785.0,96.0,360.0,1.0,0,0,1,1,0
LP002562,0,1,1.0,1,0,0,1,1,0,5333,1131.0,186.0,360.0,1.0,1,0,0,1,0
LP002571,1,0,0.0,1,0,0,1,1,0,3691,0.0,110.0,360.0,1.0,0,1,0,1,0
LP002585,0,1,0.0,1,0,1,0,1,0,3597,2157.0,119.0,360.0,0.0,0,1,0,0,1
LP002586,0,1,1.0,0,1,1,0,1,0,3326,913.0,105.0,84.0,1.0,0,0,1,1,0
LP002587,0,1,0.0,1,0,0,1,1,0,2600,1700.0,107.0,360.0,1.0,0,1,0,1,0
LP002588,0,1,0.0,1,0,1,0,1,0,4625,2857.0,111.0,12.0,1.0,1,0,0,1,0
LP002600,0,1,1.0,1,0,1,0,0,1,2895,0.0,95.0,360.0,1.0,0,0,1,1,0
LP002602,1,0,0.0,1,0,1,0,1,0,6283,4416.0,209.0,360.0,0.0,0,1,0,0,1
LP002603,1,0,0.0,0,1,1,0,1,0,645,3683.0,113.0,480.0,1.0,0,1,0,1,0
LP002606,1,0,0.0,0,1,1,0,1,0,3159,0.0,100.0,360.0,1.0,0,0,1,1,0
LP002615,0,1,2.0,1,0,1,0,1,0,4865,5624.0,208.0,360.0,1.0,0,0,1,1,0
LP002618,0,1,1.0,1,0,0,1,1,0,4050,5302.0,138.0,360.0,1.0,0,1,0,0,1
LP002619,0,1,0.0,1,0,0,1,1,0,3814,1483.0,124.0,300.0,1.0,0,0,1,1,0
LP002622,0,1,2.0,1,0,1,0,1,0,3510,4416.0,243.0,360.0,1.0,0,1,0,1,0
LP002625,1,0,0.0,1,0,1,0,1,0,3583,0.0,96.0,360.0,1.0,1,0,0,0,1
LP002626,0,1,0.0,1,0,1,0,0,1,2479,3013.0,188.0,360.0,1.0,1,0,0,1,0
LP002637,1,0,0.0,1,0,0,1,1,0,3598,1287.0,100.0,360.0,1.0,0,1,0,0,1
LP002640,0,1,1.0,1,0,1,0,1,0,6065,2004.0,250.0,360.0,1.0,0,0,1,1,0
LP002643,0,1,2.0,1,0,1,0,1,0,3283,2035.0,148.0,360.0,1.0,1,0,0,1,0
LP002648,0,1,0.0,1,0,1,0,1,0,2130,6666.0,70.0,180.0,1.0,0,0,1,0,1
LP002652,1,0,0.0,1,0,1,0,1,0,5815,3666.0,311.0,360.0,1.0,0,1,0,0,1
LP002659,0,1,3.0,1,0,1,0,1,0,3466,3428.0,150.0,360.0,1.0,0,1,0,1,0
LP002670,0,1,2.0,0,1,1,0,1,0,2031,1632.0,113.0,480.0,1.0,0,0,1,1,0
LP002682,0,1,0.76,1,0,0,1,1,0,3074,1800.0,123.0,360.0,0.0,0,0,1,0,1
LP002683,1,0,0.0,1,0,1,0,1,0,4683,1915.0,185.0,360.0,1.0,0,0,1,0,1
LP002684,1,0,0.0,0,1,0,1,1,0,3400,0.0,95.0,360.0,1.0,0,1,0,0,1
LP002689,0,1,2.0,1,0,0,1,1,0,2192,1742.0,45.0,360.0,1.0,0,0,1,1,0
LP002690,1,0,0.0,1,0,1,0,1,0,2500,0.0,55.0,360.0,1.0,0,0,1,1,0
LP002692,0,1,3.0,1,0,1,0,0,1,5677,1424.0,100.0,360.0,1.0,0,1,0,1,0
LP002693,0,1,2.0,1,0,1,0,0,1,7948,7166.0,480.0,360.0,1.0,0,1,0,1,0
LP002697,1,0,0.0,1,0,1,0,1,0,4680,2087.0,146.41,360.0,1.0,0,0,1,0,1
LP002705,0,1,0.0,1,0,1,0,1,0,3775,0.0,110.0,360.0,1.0,0,0,1,1,0
LP002706,0,1,1.0,1,0,0,1,1,0,5285,1430.0,161.0,360.0,0.0,0,0,1,1,0
LP002714,1,0,1.0,1,0,0,1,1,0,2679,1302.0,94.0,360.0,1.0,0,0,1,1,0
LP002716,1,0,0.0,1,0,0,1,1,0,6783,0.0,130.0,360.0,1.0,0,0,1,1,0
LP002717,0,1,0.0,1,0,1,0,1,0,1025,5500.0,216.0,360.0,1.0,0,1,0,1,0
LP002720,0,1,3.0,1,0,1,0,1,0,4281,0.0,100.0,360.0,1.0,1,0,0,1,0
LP002723,1,0,2.0,1,0,1,0,1,0,3588,0.0,110.0,360.0,0.0,0,1,0,0,1
LP002732,1,0,0.0,1,0,0,1,1,0,2550,2042.0,126.0,360.0,1.0,0,1,0,1,0
LP002734,0,1,0.0,1,0,1,0,1,0,6133,3906.0,324.0,360.0,1.0,1,0,0,1,0
LP002738,1,0,2.0,1,0,1,0,1,0,3617,0.0,107.0,360.0,1.0,0,0,1,1,0
LP002739,0,1,0.0,1,0,0,1,1,0,2917,536.0,66.0,360.0,1.0,0,1,0,0,1
LP002740,0,1,3.0,1,0,1,0,1,0,6417,0.0,157.0,180.0,1.0,0,1,0,1,0
LP002741,0,1,1.0,0,1,1,0,1,0,4608,2845.0,140.0,180.0,1.0,0,0,1,1,0
LP002743,1,0,0.0,0,1,1,0,1,0,2138,0.0,99.0,360.0,0.0,0,0,1,0,1
LP002753,1,0,1.0,0,1,1,0,1,0,3652,0.0,95.0,360.0,1.0,0,0,1,1,0
LP002755,0,1,1.0,1,0,0,1,1,0,2239,2524.0,128.0,360.0,1.0,1,0,0,1,0
LP002757,0,1,0.0,0,1,0,1,1,0,3017,663.0,102.0,360.0,1.0,0,0,1,1,0
LP002767,0,1,0.0,1,0,1,0,1,0,2768,1950.0,155.0,360.0,1.0,0,1,0,1,0
LP002768,1,0,0.0,1,0,0,1,1,0,3358,0.0,80.0,36.0,1.0,0,0,1,0,1
LP002772,1,0,0.0,1,0,1,0,1,0,2526,1783.0,145.0,360.0,1.0,0,1,0,1,0
LP002776,1,0,0.0,0,1,1,0,1,0,5000,0.0,103.0,360.0,0.0,0,0,1,0,1
LP002777,0,1,0.0,1,0,1,0,1,0,2785,2016.0,110.0,360.0,1.0,0,1,0,1,0
LP002778,0,1,2.0,1,0,1,0,0,1,6633,0.0,146.41,360.0,0.0,0,1,0,0,1
LP002784,0,1,1.0,1,0,0,1,1,0,2492,2375.0,146.41,360.0,1.0,0,1,0,1,0
LP002785,0,1,1.0,1,0,1,0,1,0,3333,3250.0,158.0,360.0,1.0,1,0,0,1,0
LP002788,0,1,0.0,1,0,0,1,1,0,2454,2333.0,181.0,360.0,0.0,1,0,0,0,1
LP002789,0,1,0.0,1,0,1,0,1,0,3593,4266.0,132.0,180.0,0.0,0,1,0,0,1
LP002792,0,1,1.0,1,0,1,0,1,0,5468,1032.0,26.0,360.0,1.0,0,0,1,1,0
LP002794,1,0,0.0,0,1,1,0,1,0,2667,1625.0,84.0,360.0,1.0,1,0,0,1,0
LP002798,0,1,0.0,1,0,1,0,1,0,3887,2669.0,162.0,360.0,1.0,0,0,1,1,0
LP002804,0,1,0.0,0,1,1,0,1,0,4180,2306.0,182.0,360.0,1.0,0,0,1,1,0
