Loan_ID,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Married,Loan_Status,Education,Self_Employed,Gender,Property_Area
LP002116,0.0,2378,0.0,46.0,360.0,1.0,0,0,0,0,0,0
LP002119,1.0,4554,1229.0,158.0,360.0,1.0,1,1,1,0,1,2
LP002126,3.0,3173,0.0,74.0,360.0,1.0,1,1,1,0,1,1
LP002128,2.0,2583,2330.0,125.0,360.0,1.0,1,1,0,2,1,0
LP002129,0.0,2499,2458.0,160.0,360.0,1.0,1,1,0,0,1,1
LP002130,0.76,3523,3230.0,152.0,360.0,0.0,1,0,1,0,1,0
LP002131,2.0,3083,2168.0,126.0,360.0,1.0,1,1,1,0,1,2
LP002137,0.0,6333,4583.0,259.0,360.0,1.0,1,1,0,0,1,1
LP002138,0.0,2625,6250.0,187.0,360.0,1.0,1,1,0,0,1,0
LP002139,0.0,9083,0.0,228.0,360.0,1.0,1,1,0,0,1,1
LP002140,0.0,8750,4167.0,308.0,360.0,1.0,0,0,0,0,1,0
LP002141,3.0,2666,2083.0,95.0,360.0,1.0,1,1,0,0,1,0
LP002142,0.0,5500,0.0,105.0,360.0,0.0,1,0,0,1,0,0
LP002143,0.0,2423,505.0,130.0,360.0,1.0,1,1,0,0,0,1
LP002144,0.76,3813,0.0,116.0,180.0,1.0,0,1,0,0,0,2
LP002149,2.0,8333,3167.0,165.0,360.0,1.0,1,1,0,0,1,0
LP002151,1.0,3875,0.0,67.0,360.0,1.0,1,0,0,0,1,2
LP002158,0.0,3000,1666.0,100.0,480.0,0.0,1,0,1,0,1,2
LP002160,3.0,5167,3167.0,200.0,360.0,1.0,1,1,0,0,1,1
LP002161,1.0,4723,0.0,81.0,360.0,1.0,0,0,0,0,0,1
LP002170,2.0,5000,3667.0,236.0,360.0,1.0,1,1,0,0,1,1
LP002175,0.0,4750,2333.0,130.0,360.0,1.0,1,1,0,0,1,2
LP002178,0.0,3013,3033.0,95.0,300.0,1.0,1,1,0,0,1,2
LP002180,0.0,6822,0.0,141.0,360.0,1.0,0,1,0,1,1,0
LP002181,0.0,6216,0.0,133.0,360.0,1.0,0,0,1,0,1,0
LP002187,0.0,2500,0.0,96.0,480.0,1.0,0,0,0,0,1,1
LP002188,0.0,5124,0.0,124.0,342.0,0.0,0,0,0,0,1,0
LP002190,1.0,6325,0.0,175.0,360.0,1.0,1,1,0,0,1,1
LP002191,0.0,19730,5266.0,570.0,360.0,1.0,1,0,0,0,1,0
LP002194,0.0,15759,0.0,55.0,360.0,1.0,0,1,0,1,0,1
LP002197,2.0,5185,0.0,155.0,360.0,1.0,1,1,0,0,1,1
LP002201,2.0,9323,7873.0,380.0,300.0,1.0,1,1,0,1,1,0
LP002205,1.0,3062,1987.0,111.0,180.0,0.0,0,0,0,0,1,2
LP002209,0.0,2764,1459.0,110.0,360.0,1.0,0,1,0,2,0,2
LP002211,0.0,4817,923.0,120.0,180.0,1.0,1,1,0,0,1,2
LP002219,3.0,8750,4996.0,130.0,360.0,1.0,1,1,0,0,1,0
LP002223,0.0,4310,0.0,130.0,360.0,1.0,1,1,0,0,1,1
LP002224,0.0,3069,0.0,71.0,480.0,1.0,0,0,0,0,1,2
LP002225,2.0,5391,0.0,130.0,360.0,1.0,1,1,0,0,1,2
LP002226,0.0,3333,2500.0,128.0,360.0,1.0,1,1,0,2,1,1
LP002229,0.0,5941,4232.0,296.0,360.0,1.0,0,1,0,0,1,1
LP002231,0.0,6000,0.0,156.0,360.0,1.0,0,1,0,0,0,2
LP002234,0.0,7167,0.0,128.0,360.0,1.0,0,1,0,1,1,2
LP002236,2.0,4566,0.0,100.0,360.0,1.0,1,0,0,0,1,2
LP002237,1.0,3667,0.0,113.0,180.0,1.0,0,1,0,2,1,2
LP002239,0.0,2346,1600.0,132.0,360.0,1.0,0,1,1,0,1,1
LP002243,0.0,3010,3136.0,146.41,360.0,0.0,1,0,1,0,1,2
LP002244,0.0,2333,2417.0,136.0,360.0,1.0,1,1,0,0,1,2
LP002250,0.0,5488,0.0,125.0,360.0,1.0,1,1,0,0,1,0
LP002255,3.0,9167,0.0,185.0,360.0,1.0,0,1,0,0,1,0
LP002262,3.0,9504,0.0,275.0,360.0,1.0,1,1,0,0,1,0
LP002263,0.0,2583,2115.0,120.0,360.0,1.0,1,1,0,0,1,2
LP002265,2.0,1993,1625.0,113.0,180.0,1.0,1,1,1,0,1,1
LP002266,2.0,3100,1400.0,113.0,360.0,1.0,1,1,0,0,1,2
LP002272,2.0,3276,484.0,135.0,360.0,1.0,1,1,0,0,1,1
LP002277,0.0,3180,0.0,71.0,360.0,0.0,0,0,0,0,0,2
LP002281,0.0,3033,1459.0,95.0,360.0,1.0,1,1,0,0,1,2
LP002284,0.0,3902,1666.0,109.0,360.0,1.0,0,1,1,0,1,0
LP002287,0.0,1500,1800.0,103.0,360.0,0.0,0,0,0,0,0,1
LP002288,2.0,2889,0.0,45.0,180.0,0.0,1,0,1,0,1,2
LP002296,0.0,2755,0.0,65.0,300.0,1.0,0,0,1,0,1,0
LP002297,0.0,2500,20000.0,103.0,360.0,1.0,0,1,0,0,1,1
LP002300,0.0,1963,0.0,53.0,360.0,1.0,0,1,1,0,0,1
LP002301,0.0,7441,0.0,194.0,360.0,1.0,0,0,0,1,0,0
LP002305,0.0,4547,0.0,115.0,360.0,1.0,0,1,0,0,0,1
LP002308,0.0,2167,2400.0,115.0,360.0,1.0,1,1,1,0,1,2
LP002314,0.0,2213,0.0,66.0,360.0,1.0,0,1,1,0,0,0
LP002315,1.0,8300,0.0,152.0,300.0,0.0,1,0,0,0,1,1
LP002317,3.0,81000,0.0,360.0,360.0,0.0,1,0,0,0,1,0
LP002318,1.0,3867,0.0,62.0,360.0,1.0,0,0,1,1,0,1
LP002319,0.0,6256,0.0,160.0,360.0,1.0,1,1,0,2,1,2
LP002328,0.0,6096,0.0,218.0,360.0,0.0,1,0,1,0,1,0
LP002332,0.0,2253,2033.0,110.0,360.0,1.0,1,1,1,0,1,0
LP002335,0.0,2149,3237.0,178.0,360.0,0.0,1,0,1,0,0,1
LP002337,0.0,2995,0.0,60.0,360.0,1.0,0,1,0,0,0,2
LP002341,1.0,2600,0.0,160.0,360.0,1.0,0,0,0,0,0,2
LP002342,2.0,1600,20000.0,239.0,360.0,1.0,1,0,0,1,1,2
LP002345,0.0,1025,2773.0,112.0,360.0,1.0,1,1,0,0,1,0
LP002347,0.0,3246,1417.0,138.0,360.0,1.0,1,1,0,0,1,1
LP002348,0.0,5829,0.0,138.0,360.0,1.0,1,1,0,0,1,0
LP002357,0.0,2720,0.0,80.0,342.0,0.0,0,0,1,0,0,2
LP002361,0.0,1820,1719.0,100.0,360.0,1.0,1,1,0,0,1,2
LP002362,1.0,7250,1667.0,110.0,342.0,0.0,1,0,0,0,1,2
LP002364,0.0,14880,0.0,96.0,360.0,1.0,1,1,0,0,1,1
LP002366,0.0,2666,4300.0,121.0,360.0,1.0,1,1,0,0,1,0
LP002367,1.0,4606,0.0,81.0,360.0,1.0,0,0,1,0,0,0
LP002368,2.0,5935,0.0,133.0,360.0,1.0,1,1,0,0,1,1
LP002369,0.0,2920,16.12,87.0,360.0,1.0,1,1,0,0,1,0
LP002370,0.0,2717,0.0,60.0,180.0,1.0,0,1,1,0,1,2
LP002377,1.0,8624,0.0,150.0,360.0,1.0,0,1,0,1,0,1
LP002379,0.0,6500,0.0,105.0,360.0,0.0,0,0,0,0,1,0
LP002386,0.0,12876,0.0,405.0,360.0,1.0,0,1,0,2,1,1
LP002387,0.0,2425,2340.0,143.0,360.0,1.0,1,1,0,0,1,1
LP002390,0.0,3750,0.0,100.0,360.0,1.0,0,1,0,0,1,2
LP002393,0.76,10047,0.0,146.41,240.0,1.0,2,1,0,0,0,1
LP002398,0.0,1926,1851.0,50.0,360.0,1.0,0,1,0,0,1,1
LP002401,0.0,2213,1125.0,146.41,360.0,1.0,1,1,0,0,1,2
LP002403,0.0,10416,0.0,187.0,360.0,0.0,0,0,0,1,1,2
LP002407,0.0,7142,0.0,138.0,360.0,1.0,1,1,1,1,0,0
LP002408,0.0,3660,5064.0,187.0,360.0,1.0,0,1,0,0,1,1
LP002409,0.0,7901,1833.0,180.0,360.0,1.0,1,1,0,0,1,0
LP002418,3.0,4707,1993.0,148.0,360.0,1.0,0,1,1,0,1,1
LP002422,1.0,37719,0.0,152.0,360.0,1.0,0,1,0,0,1,1
LP002424,0.0,7333,8333.0,175.0,300.0,1.0,1,1,0,0,1,0
LP002429,1.0,3466,1210.0,130.0,360.0,1.0,1,1,0,1,1,0
LP002434,2.0,4652,0.0,110.0,360.0,1.0,1,1,1,0,1,0
LP002435,0.0,3539,1376.0,55.0,360.0,1.0,1,0,0,2,1,0
LP002443,2.0,3340,1710.0,150.0,360.0,0.0,1,0,0,0,1,0
LP002444,1.0,2769,1542.0,190.0,360.0,1.0,0,0,1,1,1,1
LP002446,2.0,2309,1255.0,125.0,360.0,0.0,1,0,1,0,1,0
LP002447,2.0,1958,1456.0,60.0,300.0,1.0,1,1,1,0,1,2
LP002448,0.0,3948,1733.0,149.0,360.0,0.0,1,0,0,0,1,0
LP002449,0.0,2483,2466.0,90.0,180.0,0.0,1,1,0,0,1,0
LP002453,0.0,7085,0.0,84.0,360.0,1.0,0,1,0,1,1,1
LP002455,2.0,3859,0.0,96.0,360.0,1.0,1,1,0,0,1,1
LP002459,0.0,4301,0.0,118.0,360.0,1.0,1,1,0,0,1,2
LP002467,0.0,3708,2569.0,173.0,360.0,1.0,1,0,0,0,1,2
LP002472,2.0,4354,0.0,136.0,360.0,1.0,0,1,0,0,1,0
LP002473,0.0,8334,0.0,160.0,360.0,1.0,1,0,0,0,1,1
LP002478,0.0,2083,4083.0,160.0,360.0,1.0,1,1,0,1,2,1
LP002484,3.0,7740,0.0,128.0,180.0,1.0,1,1,0,0,1,2
LP002487,0.0,3015,2188.0,153.0,360.0,1.0,1,1,0,0,1,0
LP002489,1.0,5191,0.0,132.0,360.0,1.0,0,1,1,2,0,1
LP002493,0.0,4166,0.0,98.0,360.0,0.0,0,0,0,0,1,1
LP002494,0.0,6000,0.0,140.0,360.0,1.0,0,1,0,0,1,0
LP002500,3.0,2947,1664.0,70.0,180.0,0.0,1,0,1,0,1,2
LP002501,0.0,16692,0.0,110.0,360.0,1.0,1,1,0,0,2,1
LP002502,2.0,210,2917.0,98.0,360.0,1.0,1,1,1,2,0,1
LP002505,0.0,4333,2451.0,110.0,360.0,1.0,1,0,0,0,1,2
LP002515,1.0,3450,2079.0,162.0,360.0,1.0,1,1,0,1,1,1
LP002517,1.0,2653,1500.0,113.0,180.0,0.0,1,0,1,0,1,0
LP002519,3.0,4691,0.0,100.0,360.0,1.0,1,1,0,0,1,1
LP002522,0.0,2500,0.0,93.0,360.0,1.0,0,1,0,1,0,2
LP002524,2.0,5532,4648.0,162.0,360.0,1.0,0,1,0,0,1,0
LP002527,2.0,16525,1014.0,150.0,360.0,1.0,1,1,0,1,1,0
LP002529,2.0,6700,1750.0,230.0,300.0,1.0,1,1,0,0,1,1
LP002530,2.0,2873,1872.0,132.0,360.0,0.0,1,0,0,0,2,1
LP002531,1.0,16667,2250.0,86.0,360.0,1.0,1,1,0,1,1,1
LP002533,2.0,2947,1603.0,146.41,360.0,1.0,1,0,0,0,1,2
LP002534,0.0,4350,0.0,154.0,360.0,1.0,0,1,1,0,0,0
LP002536,3.0,3095,0.0,113.0,360.0,1.0,1,1,1,0,1,0
LP002537,0.0,2083,3150.0,128.0,360.0,1.0,1,1,0,0,1,1
LP002541,0.0,10833,0.0,234.0,360.0,1.0,1,1,0,0,1,1
LP002543,2.0,8333,0.0,246.0,360.0,1.0,1,1,0,0,1,1
LP002544,1.0,1958,2436.0,131.0,360.0,1.0,1,1,1,0,1,0
LP002545,2.0,3547,0.0,80.0,360.0,0.0,0,0,0,0,1,0
LP002547,1.0,18333,0.0,500.0,360.0,1.0,1,0,0,0,1,2
LP002555,2.0,4583,2083.0,160.0,360.0,1.0,1,1,0,1,1,1
LP002556,0.0,2435,0.0,75.0,360.0,1.0,0,0,0,0,1,2
LP002560,0.0,2699,2785.0,96.0,360.0,1.0,0,1,1,0,1,1
LP002562,1.0,5333,1131.0,186.0,360.0,1.0,1,1,1,0,1,2
LP002571,0.0,3691,0.0,110.0,360.0,1.0,0,1,1,0,1,0
LP002582,0.0,17263,0.0,225.0,360.0,1.0,0,1,1,1,0,1
LP002585,0.0,3597,2157.0,119.0,360.0,0.0,1,0,0,0,1,0
LP002586,1.0,3326,913.0,105.0,84.0,1.0,1,1,0,0,0,1
LP002587,0.0,2600,1700.0,107.0,360.0,1.0,1,1,1,0,1,0
LP002588,0.0,4625,2857.0,111.0,12.0,1.0,1,1,0,0,1,2
LP002600,1.0,2895,0.0,95.0,360.0,1.0,1,1,0,1,1,1
LP002602,0.0,6283,4416.0,209.0,360.0,0.0,0,0,0,0,1,0
LP002603,0.0,645,3683.0,113.0,480.0,1.0,0,1,0,0,0,0
LP002606,0.0,3159,0.0,100.0,360.0,1.0,0,1,0,0,0,1
LP002615,2.0,4865,5624.0,208.0,360.0,1.0,1,1,0,0,1,1
LP002618,1.0,4050,5302.0,138.0,360.0,1.0,1,0,1,0,1,0
LP002619,0.0,3814,1483.0,124.0,300.0,1.0,1,1,1,0,1,1
LP002622,2.0,3510,4416.0,243.0,360.0,1.0,1,1,0,0,1,0
LP002624,0.0,20833,6667.0,480.0,360.0,1.0,1,1,0,0,1,2
LP002625,0.0,3583,0.0,96.0,360.0,1.0,0,0,0,0,2,2
LP002626,0.0,2479,3013.0,188.0,360.0,1.0,1,1,0,1,1,2
LP002634,1.0,13262,0.0,40.0,360.0,1.0,0,1,0,0,0,2
LP002637,0.0,3598,1287.0,100.0,360.0,1.0,0,0,1,0,1,0
LP002640,1.0,6065,2004.0,250.0,360.0,1.0,1,1,0,0,1,1
LP002643,2.0,3283,2035.0,148.0,360.0,1.0,1,1,0,0,1,2
LP002648,0.0,2130,6666.0,70.0,180.0,1.0,1,0,0,0,1,1
LP002652,0.0,5815,3666.0,311.0,360.0,1.0,0,0,0,0,1,0
LP002659,3.0,3466,3428.0,150.0,360.0,1.0,1,1,0,0,1,0
LP002670,2.0,2031,1632.0,113.0,480.0,1.0,1,1,0,0,0,1
LP002682,0.76,3074,1800.0,123.0,360.0,0.0,1,0,1,0,1,1
LP002683,0.0,4683,1915.0,185.0,360.0,1.0,0,0,0,0,1,1
LP002684,0.0,3400,0.0,95.0,360.0,1.0,0,0,1,0,0,0
LP002689,2.0,2192,1742.0,45.0,360.0,1.0,1,1,1,0,1,1
LP002690,0.0,2500,0.0,55.0,360.0,1.0,0,1,0,0,1,1
LP002692,3.0,5677,1424.0,100.0,360.0,1.0,1,1,0,1,1,0
LP002693,2.0,7948,7166.0,480.0,360.0,1.0,1,1,0,1,1,0
LP002697,0.0,4680,2087.0,146.41,360.0,1.0,0,0,0,0,1,1
LP002699,2.0,17500,0.0,400.0,360.0,1.0,1,1,0,1,1,0
LP002705,0.0,3775,0.0,110.0,360.0,1.0,1,1,0,0,1,1
LP002706,1.0,5285,1430.0,161.0,360.0,0.0,1,1,1,0,1,1
LP002714,1.0,2679,1302.0,94.0,360.0,1.0,0,1,1,0,1,1
LP002716,0.0,6783,0.0,130.0,360.0,1.0,0,1,1,0,1,1
LP002717,0.0,1025,5500.0,216.0,360.0,1.0,1,1,0,0,1,0
LP002720,3.0,4281,0.0,100.0,360.0,1.0,1,1,0,0,1,2
LP002723,2.0,3588,0.0,110.0,360.0,0.0,0,0,0,0,1,0
LP002729,1.0,11250,0.0,196.0,360.0,1.0,0,0,0,0,1,1
LP002731,0.0,18165,0.0,125.0,360.0,1.0,0,1,1,1,0,2
LP002732,0.0,2550,2042.0,126.0,360.0,1.0,0,1,1,2,1,0
LP002734,0.0,6133,3906.0,324.0,360.0,1.0,1,1,0,0,1,2
LP002738,2.0,3617,0.0,107.0,360.0,1.0,0,1,0,0,1,1
LP002739,0.0,2917,536.0,66.0,360.0,1.0,1,0,1,0,1,0
LP002740,3.0,6417,0.0,157.0,180.0,1.0,1,1,0,0,1,0
LP002741,1.0,4608,2845.0,140.0,180.0,1.0,1,1,0,0,0,1
LP002743,0.0,2138,0.0,99.0,360.0,0.0,0,0,0,0,0,1
LP002753,1.0,3652,0.0,95.0,360.0,1.0,0,1,0,2,0,1
LP002755,1.0,2239,2524.0,128.0,360.0,1.0,1,1,1,0,1,2
LP002757,0.0,3017,663.0,102.0,360.0,1.0,1,1,1,0,0,1
LP002767,0.0,2768,1950.0,155.0,360.0,1.0,1,1,0,0,1,0
LP002768,0.0,3358,0.0,80.0,36.0,1.0,0,0,1,0,1,1
LP002772,0.0,2526,1783.0,145.0,360.0,1.0,0,1,0,0,1,0
LP002776,0.0,5000,0.0,103.0,360.0,0.0,0,0,0,0,0,1
LP002777,0.0,2785,2016.0,110.0,360.0,1.0,1,1,0,0,1,0
LP002778,2.0,6633,0.0,146.41,360.0,0.0,1,0,0,1,1,0
LP002784,1.0,2492,2375.0,146.41,360.0,1.0,1,1,1,0,1,0
LP002785,1.0,3333,3250.0,158.0,360.0,1.0,1,1,0,0,1,2
LP002788,0.0,2454,2333.0,181.0,360.0,0.0,1,0,1,0,1,2
LP002789,0.0,3593,4266.0,132.0,180.0,0.0,1,0,0,0,1,0
LP002792,1.0,5468,1032.0,26.0,360.0,1.0,1,1,0,0,1,1
LP002794,0.0,2667,1625.0,84.0,360.0,1.0,0,1,0,0,0,2
LP002795,3.0,10139,0.0,260.0,360.0,1.0,1,1,0,1,1,1
LP002798,0.0,3887,2669.0,162.0,360.0,1.0,1,1,0,0,1,1
LP002804,0.0,4180,2306.0,182.0,360.0,1.0,1,1,0,0,0,1
LP002807,2.0,3675,242.0,108.0,360.0,1.0,1,1,1,0,1,1
LP002813,1.0,19484,0.0,600.0,360.0,1.0,1,1,0,1,0,1
LP002820,0.0,5923,2054.0,211.0,360.0,1.0,1,1,0,0,1,0
LP002821,0.0,5800,0.0,132.0,360.0,1.0,0,1,1,1,1,1
LP002832,2.0,8799,0.0,258.0,360.0,0.0,1,0,0,0,1,2
LP002833,0.0,4467,0.0,120.0,360.0,1.0,1,1,1,0,1,0
LP002836,0.0,3333,0.0,70.0,360.0,1.0,0,1,0,0,1,2
LP002837,3.0,3400,2500.0,123.0,360.0,0.0,1,0,0,0,1,0
LP002840,0.0,2378,0.0,9.0,360.0,1.0,0,0,0,0,0,2
LP002841,0.0,3166,2064.0,104.0,360.0,0.0,1,0,0,0,1,2
LP002842,1.0,3417,1750.0,186.0,360.0,1.0,1,1,0,0,1,2
LP002847,0.76,5116,1451.0,165.0,360.0,0.0,1,0,0,0,1,2
LP002855,2.0,16666,0.0,275.0,360.0,1.0,1,1,0,0,1,2
LP002862,2.0,6125,1625.0,187.0,480.0,1.0,1,0,1,0,1,1
LP002863,3.0,6406,0.0,150.0,360.0,1.0,1,0,0,0,1,1
LP002868,2.0,3159,461.0,108.0,84.0,1.0,1,1,0,0,1,2
LP002872,0.0,3087,2210.0,136.0,360.0,0.0,1,0,0,0,2,1
LP002874,0.0,3229,2739.0,110.0,360.0,1.0,0,1,0,0,1,2
LP002877,1.0,1782,2232.0,107.0,360.0,1.0,1,1,0,0,1,0
LP002888,0.0,3182,2917.0,161.0,360.0,1.0,0,1,0,2,1,2
LP002892,2.0,6540,0.0,205.0,360.0,1.0,1,1,0,0,1,1
LP002893,0.0,1836,33837.0,90.0,360.0,1.0,0,0,0,0,1,2
LP002894,0.0,3166,0.0,36.0,360.0,1.0,1,1,0,0,0,1
LP002898,1.0,1880,0.0,61.0,360.0,1.0,1,0,0,0,1,0
LP002911,1.0,2787,1917.0,146.0,360.0,0.0,1,0,0,0,1,0
LP002912,1.0,4283,3000.0,172.0,84.0,1.0,1,0,0,0,1,0
LP002916,0.0,2297,1522.0,104.0,360.0,1.0,1,1,0,0,1,2
LP002917,0.0,2165,0.0,70.0,360.0,1.0,0,1,1,0,0,1
LP002925,0.0,4750,0.0,94.0,360.0,1.0,0,1,0,0,2,1
LP002926,2.0,2726,0.0,106.0,360.0,0.0,1,0,0,1,1,1
LP002928,0.0,3000,3416.0,56.0,180.0,1.0,1,1,0,0,1,1
LP002931,2.0,6000,0.0,205.0,240.0,1.0,1,0,0,1,1,1
LP002933,3.0,9357,0.0,292.0,360.0,1.0,0,1,0,1,2,1
LP002936,0.0,3859,3300.0,142.0,180.0,1.0,1,1,0,0,1,0
LP002938,0.0,16120,0.0,260.0,360.0,1.0,1,1,0,1,1,2
LP002940,0.0,3833,0.0,110.0,360.0,1.0,0,1,1,0,1,0
LP002941,2.0,6383,1000.0,187.0,360.0,1.0,1,0,1,1,1,0
LP002943,0.76,2987,0.0,88.0,360.0,0.0,0,0,0,0,1,1
LP002945,0.0,9963,0.0,180.0,360.0,1.0,1,1,0,1,1,0
LP002948,2.0,5780,0.0,192.0,360.0,1.0,1,1,0,0,1,2
LP002949,3.0,416,41667.0,350.0,180.0,1.0,0,0,0,2,0,2
LP002950,0.0,2894,2792.0,155.0,360.0,1.0,1,1,1,2,1,0
LP002953,3.0,5703,0.0,128.0,360.0,1.0,1,1,0,0,1,2
LP002958,0.0,3676,4301.0,172.0,360.0,1.0,0,1,0,0,1,0
LP002959,1.0,12000,0.0,496.0,360.0,1.0,1,1,0,0,0,1
LP002960,0.0,2400,3800.0,146.41,180.0,1.0,1,0,1,0,1,2
LP002961,1.0,3400,2500.0,173.0,360.0,1.0,1,1,0,0,1,1
LP002964,2.0,3987,1411.0,157.0,360.0,1.0,1,1,1,0,1,0
LP002974,0.0,3232,1950.0,108.0,360.0,1.0,1,1,0,0,1,0
LP002978,0.0,2900,0.0,71.0,360.0,1.0,0,1,0,0,0,0
LP002979,3.0,4106,0.0,40.0,180.0,1.0,1,1,0,0,1,0
LP002983,1.0,8072,240.0,253.0,360.0,1.0,1,1,0,0,1,2
LP002984,2.0,7583,0.0,187.0,360.0,1.0,1,1,0,0,1,2
LP002990,0.0,4583,0.0,133.0,360.0,0.0,0,0,0,1,0,1
