Loan_ID,Married,Dependents,Gender,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001903,Yes,0.0,Male,Graduate,No,3993,3274.0,207.0,360.0,1.0,Semiurban,Y
LP001904,Yes,0.0,Male,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,Y
LP001907,Yes,0.0,Male,Graduate,No,14583,0.0,436.0,360.0,1.0,Semiurban,Y
LP001908,Yes,0.0,Female,Not Graduate,No,4100,0.0,124.0,360.0,1.0,Rural,Y
LP001910,No,1.0,Male,Not Graduate,Yes,4053,2426.0,158.0,360.0,0.0,Urban,N
LP001914,Yes,0.0,Male,Graduate,No,3927,800.0,112.0,360.0,1.0,Semiurban,Y
LP001915,Yes,2.0,Male,Graduate,No,2301,985.8,78.0,180.0,1.0,Urban,Y
LP001917,No,0.0,Female,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,Y
LP001922,Yes,0.0,Male,Graduate,No,20667,0.0,146.41,360.0,1.0,Rural,N
LP001924,No,0.0,Male,Graduate,No,3158,3053.0,89.0,360.0,1.0,Rural,Y
LP001925,No,0.0,Female,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,N
LP001926,Yes,0.0,Male,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,Y
LP001931,No,0.0,Female,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,Y
LP001935,No,0.0,Male,Graduate,No,9508,0.0,187.0,360.0,1.0,Rural,Y
LP001936,Yes,0.0,Male,Graduate,No,3075,2416.0,139.0,360.0,1.0,Rural,Y
LP001938,Yes,2.0,Male,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,N
LP001940,Yes,2.0,Male,Graduate,No,3153,1560.0,134.0,360.0,1.0,Urban,Y
LP001945,No,0.76,Female,Graduate,No,5417,0.0,143.0,480.0,0.0,Urban,N
LP001947,Yes,0.0,Male,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,Y
LP001949,Yes,3.0,Male,Graduate,No,4416,1250.0,110.0,360.0,1.0,Urban,Y
LP001953,Yes,1.0,Male,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,Y
LP001954,Yes,1.0,Female,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,Y
LP001955,No,0.0,Female,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,N
LP001963,Yes,1.0,Male,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,N
LP001964,Yes,0.0,Male,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,N
LP001972,Yes,0.76,Male,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,Y
LP001974,No,0.0,Female,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,Y
LP001977,Yes,1.0,Male,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,Y
LP001978,No,0.0,Male,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,Y
LP001990,No,0.0,Male,Not Graduate,No,2000,0.0,146.41,360.0,1.0,Urban,N
LP001993,No,0.0,Female,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,Y
LP001994,No,0.0,Female,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,N
LP001996,No,0.0,Male,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,N
LP001998,Yes,2.0,Male,Not Graduate,No,7667,0.0,185.0,360.0,1.0,Rural,Y
LP002002,No,0.0,Female,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,Y
LP002004,No,0.0,Male,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,Y
LP002006,No,0.0,Female,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,Y
LP002008,Yes,2.0,Male,Graduate,Yes,5746,0.0,144.0,84.0,1.0,Rural,Y
LP002024,Yes,0.0,Male,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,N
LP002031,Yes,1.0,Male,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,Y
LP002035,Yes,2.0,Male,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,Y
LP002036,Yes,0.0,Male,Graduate,No,2058,2134.0,88.0,360.0,1.0,Urban,Y
LP002043,No,1.0,Female,Graduate,No,3541,0.0,112.0,360.0,1.0,Semiurban,Y
LP002050,Yes,1.0,Male,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,N
LP002051,Yes,0.0,Male,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,Y
LP002053,Yes,3.0,Male,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,Y
LP002054,Yes,2.0,Male,Not Graduate,No,3601,1590.0,146.41,360.0,1.0,Rural,Y
LP002055,No,0.0,Female,Graduate,No,3166,2985.0,132.0,360.0,1.0,Rural,Y
LP002065,Yes,3.0,Male,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,Y
LP002067,Yes,1.0,Male,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,N
LP002068,No,0.0,Male,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,Y
LP002082,Yes,0.0,Male,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,Y
LP002086,Yes,0.0,Female,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N
LP002087,No,0.0,Female,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,Y
LP002097,No,1.0,Male,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,Y
LP002098,No,0.0,Male,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,Y
LP002100,No,0.76,Male,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,Y
LP002101,Yes,0.0,Male,Graduate,No,63337,0.0,490.0,180.0,1.0,Urban,Y
LP002103,Yes,1.0,Male,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,Y
LP002106,Yes,0.76,Male,Graduate,Yes,5503,4490.0,70.0,342.0,1.0,Semiurban,Y
LP002110,Yes,1.0,Male,Graduate,No,5250,688.0,160.0,360.0,1.0,Rural,Y
LP002112,Yes,2.0,Male,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,Y
LP002113,No,3.0,Female,Not Graduate,No,1830,0.0,146.41,360.0,0.0,Urban,N
LP002114,No,0.0,Female,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,Y
LP002115,Yes,3.0,Male,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,N
LP002116,No,0.0,Female,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,N
LP002119,Yes,1.0,Male,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,Y
LP002126,Yes,3.0,Male,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,Y
LP002128,Yes,2.0,Male,Graduate,No,2583,2330.0,125.0,360.0,1.0,Rural,Y
LP002129,Yes,0.0,Male,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,Y
LP002130,Yes,0.76,Male,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,N
LP002131,Yes,2.0,Male,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y
LP002137,Yes,0.0,Male,Graduate,No,6333,4583.0,259.0,360.0,1.0,Semiurban,Y
LP002138,Yes,0.0,Male,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,Y
LP002139,Yes,0.0,Male,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,Y
LP002140,No,0.0,Male,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,N
LP002141,Yes,3.0,Male,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,Y
LP002142,Yes,0.0,Female,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,N
LP002143,Yes,0.0,Female,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,Y
LP002144,No,0.76,Female,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,Y
LP002149,Yes,2.0,Male,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,Y
LP002151,Yes,1.0,Male,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,N
LP002158,Yes,0.0,Male,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,N
LP002160,Yes,3.0,Male,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,Y
LP002161,No,1.0,Female,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,N
LP002170,Yes,2.0,Male,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,Y
LP002175,Yes,0.0,Male,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,Y
LP002178,Yes,0.0,Male,Graduate,No,3013,3033.0,95.0,300.0,1.0,Urban,Y
LP002180,No,0.0,Male,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,Y
LP002181,No,0.0,Male,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,N
LP002187,No,0.0,Male,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,N
LP002188,No,0.0,Male,Graduate,No,5124,0.0,124.0,342.0,0.0,Rural,N
LP002190,Yes,1.0,Male,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,Y
LP002191,Yes,0.0,Male,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,N
LP002194,No,0.0,Female,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y
LP002197,Yes,2.0,Male,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,Y
LP002201,Yes,2.0,Male,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y
LP002205,No,1.0,Male,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,N
LP002209,No,0.0,Female,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,Y
LP002211,Yes,0.0,Male,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y
LP002219,Yes,3.0,Male,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y
LP002223,Yes,0.0,Male,Graduate,No,4310,0.0,130.0,360.0,1.0,Semiurban,Y
LP002224,No,0.0,Male,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N
LP002225,Yes,2.0,Male,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y
LP002226,Yes,0.0,Male,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,Y
LP002229,No,0.0,Male,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,Y
LP002231,No,0.0,Female,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,Y
LP002234,No,0.0,Male,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,Y
LP002236,Yes,2.0,Male,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N
LP002237,No,1.0,Male,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,Y
LP002239,No,0.0,Male,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,Y
LP002243,Yes,0.0,Male,Not Graduate,No,3010,3136.0,146.41,360.0,0.0,Urban,N
LP002244,Yes,0.0,Male,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,Y
LP002250,Yes,0.0,Male,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y
LP002255,No,3.0,Male,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y
LP002262,Yes,3.0,Male,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y
LP002263,Yes,0.0,Male,Graduate,No,2583,2115.0,120.0,360.0,1.0,Urban,Y
LP002265,Yes,2.0,Male,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y
LP002266,Yes,2.0,Male,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y
LP002272,Yes,2.0,Male,Graduate,No,3276,484.0,135.0,360.0,1.0,Semiurban,Y
LP002277,No,0.0,Female,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N
LP002281,Yes,0.0,Male,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y
LP002284,No,0.0,Male,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y
LP002287,No,0.0,Female,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N
LP002288,Yes,2.0,Male,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N
LP002296,No,0.0,Male,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N
LP002297,No,0.0,Male,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,Y
LP002300,No,0.0,Female,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y
LP002301,No,0.0,Female,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N
LP002305,No,0.0,Female,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y
LP002308,Yes,0.0,Male,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y
LP002314,No,0.0,Female,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y
LP002315,Yes,1.0,Male,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N
LP002317,Yes,3.0,Male,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N
LP002318,No,1.0,Female,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N
LP002319,Yes,0.0,Male,Graduate,No,6256,0.0,160.0,360.0,1.0,Urban,Y
LP002328,Yes,0.0,Male,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N
LP002332,Yes,0.0,Male,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y
LP002335,Yes,0.0,Female,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N
LP002337,No,0.0,Female,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,Y
LP002341,No,1.0,Female,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N
LP002342,Yes,2.0,Male,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,N
LP002345,Yes,0.0,Male,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y
LP002347,Yes,0.0,Male,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y
LP002348,Yes,0.0,Male,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,Y
LP002357,No,0.0,Female,Not Graduate,No,2720,0.0,80.0,342.0,0.0,Urban,N
LP002361,Yes,0.0,Male,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,Y
LP002362,Yes,1.0,Male,Graduate,No,7250,1667.0,110.0,342.0,0.0,Urban,N
LP002364,Yes,0.0,Male,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,Y
LP002366,Yes,0.0,Male,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,Y
LP002367,No,1.0,Female,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,N
LP002368,Yes,2.0,Male,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y
LP002369,Yes,0.0,Male,Graduate,No,2920,16.12,87.0,360.0,1.0,Rural,Y
LP002370,No,0.0,Male,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,Y
LP002377,No,1.0,Female,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,Y
LP002379,No,0.0,Male,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,N
LP002386,No,0.0,Male,Graduate,No,12876,0.0,405.0,360.0,1.0,Semiurban,Y
LP002387,Yes,0.0,Male,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,Y
LP002390,No,0.0,Male,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y
LP002393,Yes,0.76,Female,Graduate,No,10047,0.0,146.41,240.0,1.0,Semiurban,Y
LP002398,No,0.0,Male,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,Y
LP002401,Yes,0.0,Male,Graduate,No,2213,1125.0,146.41,360.0,1.0,Urban,Y
LP002403,No,0.0,Male,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,N
LP002407,Yes,0.0,Female,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,Y
LP002408,No,0.0,Male,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y
LP002409,Yes,0.0,Male,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,Y
LP002418,No,3.0,Male,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y
LP002422,No,1.0,Male,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,Y
LP002424,Yes,0.0,Male,Graduate,No,7333,8333.0,175.0,300.0,1.0,Rural,Y
LP002429,Yes,1.0,Male,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,Y
LP002434,Yes,2.0,Male,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y
LP002435,Yes,0.0,Male,Graduate,No,3539,1376.0,55.0,360.0,1.0,Rural,N
LP002443,Yes,2.0,Male,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N
LP002444,No,1.0,Male,Not Graduate,Yes,2769,1542.0,190.0,360.0,1.0,Semiurban,N
LP002446,Yes,2.0,Male,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,N
LP002447,Yes,2.0,Male,Not Graduate,No,1958,1456.0,60.0,300.0,1.0,Urban,Y
LP002448,Yes,0.0,Male,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,N
LP002449,Yes,0.0,Male,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,Y
LP002453,No,0.0,Male,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,Y
LP002455,Yes,2.0,Male,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,Y
LP002459,Yes,0.0,Male,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,Y
LP002467,Yes,0.0,Male,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N
LP002472,No,2.0,Male,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y
LP002473,Yes,0.0,Male,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N
LP002478,Yes,0.0,Male,Graduate,Yes,2083,4083.0,160.0,360.0,1.0,Semiurban,Y
LP002484,Yes,3.0,Male,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y
LP002487,Yes,0.0,Male,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,Y
LP002489,No,1.0,Female,Not Graduate,No,5191,0.0,132.0,360.0,1.0,Semiurban,Y
LP002493,No,0.0,Male,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,N
LP002494,No,0.0,Male,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,Y
LP002500,Yes,3.0,Male,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N
LP002501,Yes,0.0,Male,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,Y
LP002502,Yes,2.0,Female,Not Graduate,No,210,2917.0,98.0,360.0,1.0,Semiurban,Y
LP002505,Yes,0.0,Male,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N
LP002515,Yes,1.0,Male,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y
LP002517,Yes,1.0,Male,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N
LP002519,Yes,3.0,Male,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,Y
LP002522,No,0.0,Female,Graduate,Yes,2500,0.0,93.0,360.0,1.0,Urban,Y
LP002524,No,2.0,Male,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y
LP002527,Yes,2.0,Male,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y
LP002529,Yes,2.0,Male,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y
LP002530,Yes,2.0,Male,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,N
LP002531,Yes,1.0,Male,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,Y
LP002533,Yes,2.0,Male,Graduate,No,2947,1603.0,146.41,360.0,1.0,Urban,N
LP002534,No,0.0,Female,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,Y
LP002536,Yes,3.0,Male,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,Y
LP002537,Yes,0.0,Male,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,Y
LP002541,Yes,0.0,Male,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,Y
LP002543,Yes,2.0,Male,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,Y
LP002544,Yes,1.0,Male,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,Y
LP002545,No,2.0,Male,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,N
LP002547,Yes,1.0,Male,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,N
LP002555,Yes,2.0,Male,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y
LP002556,No,0.0,Male,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N
LP002560,No,0.0,Male,Not Graduate,No,2699,2785.0,96.0,360.0,1.0,Semiurban,Y
LP002562,Yes,1.0,Male,Not Graduate,No,5333,1131.0,186.0,360.0,1.0,Urban,Y
LP002571,No,0.0,Male,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,Y
LP002582,No,0.0,Female,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,Y
LP002585,Yes,0.0,Male,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N
LP002586,Yes,1.0,Female,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,Y
LP002587,Yes,0.0,Male,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y
LP002588,Yes,0.0,Male,Graduate,No,4625,2857.0,111.0,12.0,1.0,Urban,Y
LP002600,Yes,1.0,Male,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y
LP002602,No,0.0,Male,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N
LP002603,No,0.0,Female,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y
LP002606,No,0.0,Female,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y
LP002615,Yes,2.0,Male,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y
LP002618,Yes,1.0,Male,Not Graduate,No,4050,5302.0,138.0,360.0,1.0,Rural,N
LP002619,Yes,0.0,Male,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y
LP002622,Yes,2.0,Male,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y
LP002624,Yes,0.0,Male,Graduate,No,20833,6667.0,480.0,360.0,1.0,Urban,Y
LP002625,No,0.0,Male,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,N
LP002626,Yes,0.0,Male,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y
LP002634,No,1.0,Female,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y
LP002637,No,0.0,Male,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N
LP002640,Yes,1.0,Male,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y
LP002643,Yes,2.0,Male,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y
LP002648,Yes,0.0,Male,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,N
LP002652,No,0.0,Male,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,N
LP002659,Yes,3.0,Male,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y
LP002670,Yes,2.0,Female,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y
LP002682,Yes,0.76,Male,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,N
LP002683,No,0.0,Male,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,N
LP002684,No,0.0,Female,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,N
LP002689,Yes,2.0,Male,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,Y
LP002690,No,0.0,Male,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,Y
LP002692,Yes,3.0,Male,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y
LP002693,Yes,2.0,Male,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,Y
LP002697,No,0.0,Male,Graduate,No,4680,2087.0,146.41,360.0,1.0,Semiurban,N
LP002699,Yes,2.0,Male,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,Y
LP002705,Yes,0.0,Male,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,Y
LP002706,Yes,1.0,Male,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,Y
LP002714,No,1.0,Male,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,Y
LP002716,No,0.0,Male,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,Y
LP002717,Yes,0.0,Male,Graduate,No,1025,5500.0,216.0,360.0,1.0,Rural,Y
LP002720,Yes,3.0,Male,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,Y
LP002723,No,2.0,Male,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,N
LP002729,No,1.0,Male,Graduate,No,11250,0.0,196.0,360.0,1.0,Semiurban,N
LP002731,No,0.0,Female,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,Y
LP002732,No,0.0,Male,Not Graduate,No,2550,2042.0,126.0,360.0,1.0,Rural,Y
LP002734,Yes,0.0,Male,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,Y
LP002738,No,2.0,Male,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,Y
LP002739,Yes,0.0,Male,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,N
LP002740,Yes,3.0,Male,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,Y
LP002741,Yes,1.0,Female,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,Y
LP002743,No,0.0,Female,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,N
LP002753,No,1.0,Female,Graduate,No,3652,0.0,95.0,360.0,1.0,Semiurban,Y
LP002755,Yes,1.0,Male,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,Y
LP002757,Yes,0.0,Female,Not Graduate,No,3017,663.0,102.0,360.0,1.0,Semiurban,Y
LP002767,Yes,0.0,Male,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,Y
LP002768,No,0.0,Male,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,N
LP002772,No,0.0,Male,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,Y
LP002776,No,0.0,Female,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,N
LP002777,Yes,0.0,Male,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y
LP002778,Yes,2.0,Male,Graduate,Yes,6633,0.0,146.41,360.0,0.0,Rural,N
LP002784,Yes,1.0,Male,Not Graduate,No,2492,2375.0,146.41,360.0,1.0,Rural,Y
LP002785,Yes,1.0,Male,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,Y
LP002788,Yes,0.0,Male,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,N
